"CWNS_ID","FACILITY_ID","STATE_CODE","DISCHARGE_TYPE","PRESENT_DISCHARGE_PERCENTAGE","PROJECTED_DISCHARGE_PERCENTAGE","DISCHARGES_TO_CWNSID"
"48006105001",1183734,"TX","Outfall To Surface Waters",100,100,""
"48007014001",1183785,"TX","Outfall To Surface Waters",100,100,""
"48007039047",1183839,"TX","Outfall To Surface Waters",100,100,""
"48007141001",1183955,"TX","Outfall To Surface Waters",100,100,""
"48007153001",1183962,"TX","Outfall To Surface Waters",100,100,""
"48007222001",1184013,"TX","Outfall To Surface Waters",100,100,""
"48007242001",1184033,"TX","Outfall To Surface Waters",100,100,""
"48007424001",1184069,"TX","Outfall To Surface Waters",100,100,""
"48007766001",1184260,"TX","Outfall To Surface Waters",100,100,""
"48007769001",1184262,"TX","Outfall To Surface Waters",100,100,""
"48001535001",1183100,"TX","Discharge To Another Facility",100,100,"48000000418"
"48009056001",1184493,"TX","Outfall To Surface Waters",100,100,""
"48002038001",1183129,"TX","Reuse: Landscape-related irrigation",100,100,""
"48000000127",3610296,"TX","Outfall To Surface Waters",100,100,""
"48000000164",3610518,"TX","Outfall To Surface Waters",100,100,""
"48000000171",3610608,"TX","Outfall To Surface Waters",0,100,""
"48000000106",3608999,"TX","Outfall To Surface Waters",0,100,""
"48001007004",1182877,"TX","Overland Flow, No Discharge",1,0,""
"48000000121",3609620,"TX","Outfall To Surface Waters",100,100,""
"48000115001",1227740,"TX","Outfall To Surface Waters",100,100,""
"48002064001",1227794,"TX","Outfall To Surface Waters",100,100,""
"48004225001",1227858,"TX","Outfall To Surface Waters",100,100,""
"48005099001",1227887,"TX","Outfall To Surface Waters",100,100,""
"48007055001",1227910,"TX","Outfall To Surface Waters",100,100,""
"48001009010",2862800,"TX","Outfall To Surface Waters",100,100,""
"48001065601",3345214,"TX","Evaporation",100,100,""
"48001025001",1182893,"TX","Evaporation",100,100,""
"48001203008",1182981,"TX","Outfall To Surface Waters",100,100,""
"48001213001",1182993,"TX","Outfall To Surface Waters",100,100,""
"48001246001",1183023,"TX","Outfall To Surface Waters",100,100,""
"48003033005",1183199,"TX","Outfall To Surface Waters",100,100,""
"48003143001",1183278,"TX","Evaporation",100,100,""
"48004007002",1183323,"TX","Discharge To Another Facility",100,100,"48004354016"
"48004095001",1183403,"TX","Outfall To Surface Waters",100,100,""
"48004105001",1183411,"TX","Outfall To Surface Waters",100,100,""
"48004232001",1183479,"TX","Outfall To Surface Waters",100,100,""
"48004278001",1183496,"TX","Discharge To Another Facility",100,100,"48001132001"
"48005001001",1183562,"TX","Outfall To Surface Waters",100,100,""
"48005049001",1183605,"TX","Outfall To Surface Waters",100,100,""
"48005083001",1183633,"TX","Outfall To Surface Waters",100,100,""
"48005087001",1183637,"TX","Outfall To Surface Waters",100,100,""
"48007031005",1183812,"TX","Outfall To Surface Waters",100,100,""
"48007064002",1183888,"TX","Outfall To Surface Waters",100,100,""
"48007091001",1183914,"TX","Outfall To Surface Waters",100,100,""
"48007159001",1183968,"TX","Outfall To Surface Waters",100,100,""
"48007300004",1184052,"TX","Outfall To Surface Waters",100,100,""
"48007415001",1184067,"TX","Outfall To Surface Waters",100,100,""
"48007475001",1184092,"TX","Outfall To Surface Waters",100,100,""
"48007571001",1184148,"TX","Discharge To Another Facility",100,100,"48007089001"
"48007765001",1184259,"TX","Discharge To Another Facility",100,100,"48007766001"
"48008001001",1184345,"TX","Discharge To Another Facility",100,100,"48008015001"
"48008039001",1184386,"TX","Outfall To Surface Waters",100,100,""
"48008053001",1184399,"TX","Outfall To Surface Waters",100,100,""
"48008068001",1184409,"TX","Outfall To Surface Waters",100,100,""
"48008202001",1184462,"TX","Evaporation",100,100,""
"48009035001",1184486,"TX","Outfall To Surface Waters",100,100,""
"48007088002",1227914,"TX","Outfall To Surface Waters",100,100,""
"48004401001",2827921,"TX","Discharge To Another Facility",100,100,"48000004007"
"48008015011",3047428,"TX","Evaporation",100,100,""
"48004002002",3084008,"TX","Outfall To Surface Waters",100,100,""
"48006127001",3130210,"TX","Outfall To Surface Waters",100,100,""
"48001244001",3150368,"TX","Outfall To Surface Waters",100,100,""
"48007045001",3500841,"TX","Outfall To Surface Waters",100,100,""
"48001785002",3515380,"TX","Discharge To Another Facility",100,100,"48007039067"
"48001125005",3515818,"TX","Reuse: Irrigation",100,100,""
"48002074001",1227797,"TX","Reuse: Landscape-related irrigation",100,100,""
"48009076001",1227953,"TX","Reuse: Agricultural-related and livestock watering",100,100,""
"48001142001",1182945,"TX","Evaporation",100,100,""
"48000128002",492642,"TX","Reuse: Landscape-related irrigation",100,100,""
"48000138001",1182823,"TX","Evaporation",100,100,""
"48000003009",3070868,"TX","Discharge To Another Facility",100,100,"48000130001"
"48001114001",1227764,"TX","Outfall To Surface Waters",100,100,""
"48003071001",1227813,"TX","Outfall To Surface Waters",100,100,""
"48003089001",1227819,"TX","Outfall To Surface Waters",100,100,""
"48005020002",1227871,"TX","Outfall To Surface Waters",100,100,""
"48007198001",1227918,"TX","Outfall To Surface Waters",100,100,""
"48007039113",2882180,"TX","Outfall To Surface Waters",100,100,""
"48006016001",2946822,"TX","Discharge To Another Facility",100,100,"48006178002"
"48091258001",3060728,"TX","Outfall To Surface Waters",100,100,""
"48071281001",3149419,"TX","Overland Flow With Discharge",100,100,""
"48121280001",3175148,"TX","Outfall To Surface Waters",100,100,""
"48001743001",3505860,"TX","Outfall To Surface Waters",100,100,""
"48000004008",3507562,"TX","Outfall To Surface Waters",100,100,""
"48007033009",413590,"TX","Outfall To Surface Waters",100,100,""
"48004354017",3534356,"TX","Outfall To Surface Waters",100,100,""
"48002051001",1183135,"TX","Evaporation",100,100,""
"48004122001",1183431,"TX","Discharge To Another Facility",0,50,"48004122011"
"48000000169",3610570,"TX","Outfall To Surface Waters",100,100,""
"48004122011",3514356,"TX","Reuse: Landscape-related irrigation",0,45,""
"48001007004",1182877,"TX","Evaporation",99,0,""
"48001135001",1182939,"TX","Outfall To Surface Waters",100,100,""
"48001238001",1183017,"TX","Outfall To Surface Waters",100,100,""
"48001245001",1183022,"TX","Outfall To Surface Waters",100,100,""
"48001252001",1183027,"TX","Outfall To Surface Waters",100,100,""
"48002015001",1183114,"TX","Outfall To Surface Waters",100,100,""
"48002055001",1183138,"TX","Evaporation",100,100,""
"48003059001",1183217,"TX","Outfall To Surface Waters",100,100,""
"48003080004",1183229,"TX","Outfall To Surface Waters",100,100,""
"48003260001",1183302,"TX","Outfall To Surface Waters",100,100,""
"48004051001",1183369,"TX","Discharge To Another Facility",100,100,"48001132001"
"48005065001",1183615,"TX","Outfall To Surface Waters",100,100,""
"48005089001",1183639,"TX","Outfall To Surface Waters",100,100,""
"48006070001",1183725,"TX","Outfall To Surface Waters",100,100,""
"48007009001",1183778,"TX","Discharge To Another Facility",100,100,"48007008001"
"48007016001",1183787,"TX","Outfall To Surface Waters",100,100,""
"48007039022",1183831,"TX","Outfall To Surface Waters",100,100,""
"48007039077",1183847,"TX","Discharge To Another Facility",100,100,"48007064008"
"48007145001",1183958,"TX","Outfall To Surface Waters",100,100,""
"48007171001",1183979,"TX","Outfall To Surface Waters",100,100,""
"48007174001",1183981,"TX","Outfall To Surface Waters",100,100,""
"48007613001",1184173,"TX","Outfall To Surface Waters",100,100,""
"48007803001",1184278,"TX","Outfall To Surface Waters",100,100,""
"48007868001",1184318,"TX","Outfall To Surface Waters",100,100,""
"48009508001",1184510,"TX","Outfall To Surface Waters",100,100,""
"48002046001",1227788,"TX","Outfall To Surface Waters",100,100,""
"48003007001",1227802,"TX","Outfall To Surface Waters",100,100,""
"48008176001",1227948,"TX","Outfall To Surface Waters",100,100,""
"48071166001",3119533,"TX","Discharge To Another Facility",100,100,"48071018001"
"48007931001",3148228,"TX","Discharge To Another Facility",100,100,"48007158001"
"48003134001",3164008,"TX","Outfall To Surface Waters",100,100,""
"48001044001",3268716,"TX","Outfall To Surface Waters",100,100,""
"48000000113",3609250,"TX","Outfall To Surface Waters",0,100,""
"48001009007",1182880,"TX","Outfall To Surface Waters",50,50,""
"48001009007",1182880,"TX","Reuse: Industrial",50,50,""
"48001150001",1182953,"TX","Outfall To Surface Waters",100,100,""
"48001224001",1183005,"TX","Outfall To Surface Waters",100,100,""
"48001275001",1183038,"TX","Outfall To Surface Waters",100,100,""
"48001276001",1183039,"TX","Outfall To Surface Waters",100,100,""
"48003058001",1183216,"TX","Outfall To Surface Waters",100,95,""
"48003167001",1183282,"TX","Evaporation",100,100,""
"48003231001",1183292,"TX","Outfall To Surface Waters",100,100,""
"48004016003",1183333,"TX","Discharge To Another Facility",100,100,"48004354001"
"48005032001",1183590,"TX","Outfall To Surface Waters",100,100,""
"48005068001",1183617,"TX","Outfall To Surface Waters",100,100,""
"48006048001",1183711,"TX","Outfall To Surface Waters",100,100,""
"48006178005",1183762,"TX","Evaporation",100,100,""
"48007072001",1183899,"TX","Outfall To Surface Waters",100,100,""
"48007421001",1184068,"TX","Outfall To Surface Waters",100,100,""
"48007477001",1184093,"TX","Discharge To Another Facility",100,100,"48007475001"
"48007528001",1184125,"TX","Outfall To Surface Waters",100,100,""
"48007535002",1184130,"TX","Outfall To Surface Waters",100,100,""
"48007564001",1184143,"TX","Discharge To Another Facility",100,100,"48007064003"
"48007683001",1184213,"TX","Discharge To Another Facility",100,100,"48007769001"
"48007731001",1184241,"TX","Outfall To Surface Waters",100,100,""
"48007842001",1184299,"TX","Outfall To Surface Waters",100,100,""
"48008025001",1184369,"TX","Outfall To Surface Waters",100,100,""
"48008033001",1184379,"TX","Outfall To Surface Waters",100,100,""
"48008043001",1184390,"TX","Outfall To Surface Waters",100,100,""
"48008052001",1184398,"TX","Outfall To Surface Waters",100,100,""
"48002002001",1183106,"TX","Outfall To Surface Waters",100,100,""
"48004022001",1183339,"TX","Discharge To Another Facility",100,100,"48000004500"
"48004122001",1183431,"TX","Outfall To Surface Waters",100,50,""
"48004126002",1183438,"TX","Discharge To Another Facility",100,100,"48000004502"
"48004219002",1183473,"TX","Outfall To Surface Waters",100,100,""
"48005062001",1183613,"TX","Outfall To Surface Waters",100,100,""
"48005101001",1183649,"TX","Outfall To Surface Waters",100,100,""
"48007012002",1183782,"TX","Outfall To Surface Waters",100,100,""
"48007039076",1183846,"TX","Outfall To Surface Waters",100,100,""
"48007039091",1183856,"TX","Outfall To Surface Waters",100,100,""
"48007049001",1183870,"TX","Outfall To Surface Waters",100,100,""
"48007052001",1183873,"TX","Outfall To Surface Waters",100,100,""
"48007105001",1183926,"TX","Outfall To Surface Waters",100,100,""
"48007126001",1183941,"TX","Outfall To Surface Waters",100,100,""
"48007707001",1184228,"TX","Outfall To Surface Waters",100,100,""
"48007733001",1184243,"TX","Discharge To Another Facility",100,100,"48007039025"
"48007828001",1184290,"TX","Outfall To Surface Waters",100,100,""
"48007847001",1184301,"TX","Outfall To Surface Waters",100,100,""
"48007876001",1184324,"TX","Discharge To Another Facility",100,100,"48007875001"
"48008029001",1184375,"TX","Outfall To Surface Waters",100,100,""
"48009516001",1184517,"TX","Outfall To Surface Waters",100,100,""
"48007801001",1227935,"TX","Discharge To Another Facility",100,100,"48007853001"
"48004082001",2878349,"TX","Outfall To Surface Waters",100,100,""
"48001718601",3370870,"TX","Discharge To Another Facility",100,100,"48007039084"
"48003033015",3514796,"TX","Reuse: Irrigation",100,100,""
"48009039002",3534776,"TX","Outfall To Surface Waters",100,100,""
"48001123002",3542396,"TX","Discharge To Another Facility",50,50,"48001121001"
"48001123002",3542396,"TX","Reuse: Potable",50,50,""
"48009047001",407572,"TX","Evaporation",100,100,""
"48000005007",1227738,"TX","Outfall To Surface Waters",100,100,""
"48001212003",1227771,"TX","Outfall To Surface Waters",100,100,""
"48004261001",1227861,"TX","Outfall To Surface Waters",100,100,""
"48006081001",1227902,"TX","Outfall To Surface Waters",100,100,""
"48007110001",1227915,"TX","Evaporation",100,100,""
"48004283001",2827521,"TX","Discharge To Another Facility",100,100,"48000004007"
"48152036001",2870360,"TX","Outfall To Surface Waters",100,100,""
"48000017001",2898285,"TX","Discharge To Another Facility",100,100,"48000017010"
"48001007004",1182877,"TX","Reuse: Other Centralized Non-Potable",0,100,""
"48001278001",1183040,"TX","Outfall To Surface Waters",100,100,""
"48002008001",1183111,"TX","Reuse: Landscape-related irrigation",100,100,""
"48003019001",1183183,"TX","Outfall To Surface Waters",100,100,""
"48003227001",1183291,"TX","Outfall To Surface Waters",100,100,""
"48004115001",1183424,"TX","Discharge To Another Facility",100,100,"48004122001"
"48005092001",1183642,"TX","Outfall To Surface Waters",100,100,""
"48006020003",1183693,"TX","Outfall To Surface Waters",100,100,""
"48006104001",1183733,"TX","Discharge To Another Facility",100,100,"48006001001"
"48007032001",1183813,"TX","Outfall To Surface Waters",100,100,""
"48007186001",1183988,"TX","Outfall To Surface Waters",100,100,""
"48007221001",1184012,"TX","Discharge To Another Facility",100,100,"48001151004"
"48000000115",3609565,"TX","Outfall To Surface Waters",0,100,""
"48000000170",3610571,"TX","Outfall To Surface Waters",100,100,""
"48000000409",3612343,"TX","Outfall To Surface Waters",95,95,""
"48000000418",3613135,"TX","Outfall To Surface Waters",100,90,""
"48003116001",1183261,"TX","Reuse: Agricultural-related and livestock watering",100,100,""
"48004122011",3514356,"TX","Outfall To Surface Waters",0,10,""
"48000000425",3613876,"TX","Discharge To Another Facility",0,100,"48000000426"
"48001203011",419881,"TX","Outfall To Surface Waters",100,100,""
"48000000130",3610396,"TX","Outfall To Surface Waters",100,100,""
"48003033009",2898762,"TX","Discharge To Another Facility",100,100,"48003033016"
"48000000124",3609625,"TX","Reuse: Landscape-related irrigation",100,100,""
"48000000122",3609622,"TX","Outfall To Surface Waters",0,100,""
"48000000410",3612351,"TX","Outfall To Surface Waters",100,100,""
"48003116002",1183262,"TX","Reuse: Agricultural-related and livestock watering",100,100,""
"48000000165",3610547,"TX","Reuse: Other Centralized Non-Potable",0,100,""
"48000000105",3608881,"TX","No Discharge, unknown",0,0,""
"48001026001",1182894,"TX","Reuse: Landscape-related irrigation",100,100,""
"48000136001",1182822,"TX","Evaporation",100,100,""
"48008093001",1184427,"TX","Reuse: Landscape-related irrigation",100,100,""
"48003058001",1183216,"TX","Reuse: Other Centralized Non-Potable",0,5,""
"48001027001",1182895,"TX","Outfall To Surface Waters",100,100,""
"48000000403",3611315,"TX","Outfall To Surface Waters",100,100,""
"48000000418",3613135,"TX","Reuse: Other Centralized Non-Potable",0,10,""
"48005009001",1183571,"TX","Discharge To Another Facility",0,100,"48000000419"
"48000164002",1182846,"TX","Evaporation",100,100,""
"48000132001",1182818,"TX","Evaporation",100,100,""
"48000000111",3609229,"TX","Outfall To Surface Waters",100,100,""
"48000000108",3609159,"TX","Other",100,100,""
"48000000123",3609624,"TX","No Discharge, unknown",0,100,""
"48003033002",1183197,"TX","Discharge To Another Facility",0,0,"48003033004"
"48000000163",3610517,"TX","Evaporation",0,100,""
"48000000406",3612155,"TX","Outfall To Surface Waters",100,100,""
"48000000416",3613029,"TX","Outfall To Surface Waters",0,100,""
"48001009001",1182879,"TX","Evaporation",25,25,""
"48000000291",3610993,"TX","Discharge To Another Facility",0,100,"48008015003"
"48000135001",1182821,"TX","Evaporation",100,100,""
"48000000109",3609163,"TX","No Discharge, unknown",0,0,""
"48000005004",1182795,"TX","Outfall To Surface Waters",100,100,""
"48000107001",1182803,"TX","Outfall To Surface Waters",100,100,""
"48001131001",1182935,"TX","Outfall To Surface Waters",100,100,""
"48001267001",1183036,"TX","Outfall To Surface Waters",100,100,""
"48002031001",1183125,"TX","Outfall To Surface Waters",100,100,""
"48003076002",1183228,"TX","Outfall To Surface Waters",100,100,""
"48003093001",1183242,"TX","Outfall To Surface Waters",100,100,""
"48003123001",1183267,"TX","Outfall To Surface Waters",100,100,""
"48004016001",1183331,"TX","Discharge To Another Facility",100,100,"48004354011"
"48004020001",1183336,"TX","Discharge To Another Facility",100,100,"48000004500"
"48004066001",1183381,"TX","Discharge To Another Facility",100,100,"48004065001"
"48004104001",1183410,"TX","Outfall To Surface Waters",100,100,""
"48004265001",1183492,"TX","Discharge To Another Facility",100,100,"48000004002"
"48004374001",1183541,"TX","Outfall To Surface Waters",100,100,""
"48005075002",1183625,"TX","Outfall To Surface Waters",100,100,""
"48005137001",1183661,"TX","Outfall To Surface Waters",100,100,""
"48006004002",1183675,"TX","Outfall To Surface Waters",100,100,""
"48006024002",1183697,"TX","Outfall To Surface Waters",100,100,""
"48006074001",1183728,"TX","Outfall To Surface Waters",100,100,""
"48007021002",1183794,"TX","Outfall To Surface Waters",100,100,""
"48007069001",1183897,"TX","Outfall To Surface Waters",100,100,""
"48007107001",1183928,"TX","Discharge To Another Facility",100,100,"48007123001"
"48007152001",1183961,"TX","Discharge To Another Facility",100,100,"48007153001"
"48007291001",1184046,"TX","Discharge To Another Facility",100,100,"48007848001"
"48007479001",1184094,"TX","Outfall To Surface Waters",100,100,""
"48007502001",1184108,"TX","Discharge To Another Facility",100,100,"48007046001"
"48007599001",1184167,"TX","Outfall To Surface Waters",100,100,""
"48007711001",1184230,"TX","Discharge To Another Facility",100,100,"48007146001"
"48007759001",1184257,"TX","Discharge To Another Facility",100,100,"48007173001"
"48007883001",1184328,"TX","Outfall To Surface Waters",100,100,""
"48008028004",1184374,"TX","Outfall To Surface Waters",100,100,""
"48008045002",1184393,"TX","Outfall To Surface Waters",100,100,""
"48008066001",1184407,"TX","Outfall To Surface Waters",100,100,""
"48008080001",1184420,"TX","Outfall To Surface Waters",100,100,""
"48001316001",1227779,"TX","Outfall To Surface Waters",100,100,""
"48003080001",1227816,"TX","Outfall To Surface Waters",100,100,""
"48007062001",1227912,"TX","Outfall To Surface Waters",100,100,""
"48007700001",1227933,"TX","Outfall To Surface Waters",100,100,""
"48071225001",3149388,"TX","Outfall To Surface Waters",100,100,""
"48001286001",3149428,"TX","Outfall To Surface Waters",100,100,""
"48071230001",3149439,"TX","Discharge To Another Facility",100,100,"48007184001"
"48001500601",3346110,"TX","Outfall To Surface Waters",100,100,""
"48001256002",3536396,"TX","Reuse: Irrigation",100,100,""
"48004205002",421507,"TX","Discharge To Another Facility",100,100,"48004205001"
"48003033008",2880944,"TX","Discharge To Another Facility",100,100,"48003111003"
"48001211003",2913205,"TX","Outfall To Surface Waters",100,100,""
"48001203901",3036265,"TX","Outfall To Surface Waters",100,100,""
"48002014001",3509496,"TX","Overland Flow, No Discharge",100,100,""
"48005157001",3513757,"TX","Outfall To Surface Waters",100,100,""
"48001006002",412040,"TX","Outfall To Surface Waters",100,100,""
"48000130001",1182816,"TX","Outfall To Surface Waters",100,100,""
"48000130002",1182817,"TX","Outfall To Surface Waters",100,100,""
"48001123001",1182925,"TX","Outfall To Surface Waters",100,100,""
"48001204001",1182983,"TX","Outfall To Surface Waters",100,100,""
"48001207001",1182987,"TX","Outfall To Surface Waters",100,100,""
"48001216001",1182995,"TX","Outfall To Surface Waters",100,100,""
"48001436001",1183085,"TX","Discharge To Another Facility",100,100,"48001242001"
"48002024001",1183120,"TX","Discharge To Another Facility",100,100,"48002031001"
"48002049001",1183134,"TX","Evaporation",100,100,""
"48003097001",1183244,"TX","Outfall To Surface Waters",100,100,""
"48003122001",1183266,"TX","Outfall To Surface Waters",100,100,""
"48004011001",1183328,"TX","Discharge To Another Facility",100,100,"48004354012"
"48004209001",1183463,"TX","Outfall To Surface Waters",100,100,""
"48004362001",1183532,"TX","Outfall To Surface Waters",100,100,""
"48005079001",1183628,"TX","Outfall To Surface Waters",100,100,""
"48005108001",1183654,"TX","Outfall To Surface Waters",100,100,""
"48005262001",1183668,"TX","Outfall To Surface Waters",100,100,""
"48006047002",1183710,"TX","Outfall To Surface Waters",100,100,""
"48007039082",1183850,"TX","Outfall To Surface Waters",100,100,""
"48007081001",1183905,"TX","Outfall To Surface Waters",100,100,""
"48007086001",1183909,"TX","Discharge To Another Facility",100,100,"48007039066"
"48007137001",1183951,"TX","Discharge To Another Facility",100,100,"48007180001"
"48007218001",1184010,"TX","Outfall To Surface Waters",100,100,""
"48007437001",1184079,"TX","Discharge To Another Facility",100,100,"48007015001"
"48007694001",1184220,"TX","Outfall To Surface Waters",100,100,""
"48008030001",1184376,"TX","Outfall To Surface Waters",100,100,""
"48009002001",1184466,"TX","Reuse: Irrigation",100,100,""
"48009518001",1184519,"TX","Evaporation",100,100,""
"48002040001",1227786,"TX","Reuse: Irrigation",100,100,""
"48004129001",1227848,"TX","Outfall To Surface Waters",100,100,""
"48006139001",1227905,"TX","Outfall To Surface Waters",100,100,""
"48001053001",1182903,"TX","Discharge To Another Facility",100,100,"48001053002"
"48001125002",1182928,"TX","Outfall To Surface Waters",100,100,""
"48002076001",1183151,"TX","Evaporation",100,100,""
"48003008002",1183172,"TX","Outfall To Surface Waters",100,100,""
"48004030001",1183350,"TX","Discharge To Another Facility",100,100,"48000004002"
"48004047001",1183366,"TX","Discharge To Another Facility",100,100,"48001132001"
"48004212001",1183465,"TX","Outfall To Surface Waters",100,100,""
"48004367001",1183537,"TX","Outfall To Surface Waters",100,100,""
"48005005001",1183565,"TX","Outfall To Surface Waters",100,100,""
"48005102001",1183650,"TX","Outfall To Surface Waters",100,100,""
"48007017001",1183788,"TX","Outfall To Surface Waters",100,100,""
"48007039021",1183830,"TX","Outfall To Surface Waters",100,100,""
"48007199001",1183993,"TX","Outfall To Surface Waters",100,100,""
"48007543001",1184135,"TX","Outfall To Surface Waters",100,100,""
"48007646001",1184193,"TX","Outfall To Surface Waters",100,100,""
"48007858001",1184312,"TX","Discharge To Another Facility",100,100,"48007848001"
"48009077001",1184499,"TX","Evaporation",100,100,""
"48000127100",1182814,"TX","Outfall To Surface Waters",100,100,""
"48001046001",1182901,"TX","Outfall To Surface Waters",100,0,""
"48001119002",1182921,"TX","Outfall To Surface Waters",100,100,""
"48001172001",1182962,"TX","Discharge To Another Facility",100,100,"48001119002"
"48001201001",1182977,"TX","Outfall To Surface Waters",100,100,""
"48001237001",1183016,"TX","Outfall To Surface Waters",100,100,""
"48002001001",1183105,"TX","Evaporation",100,100,""
"48002054001",1183137,"TX","Evaporation",100,100,""
"48002137001",1183161,"TX","Evaporation",100,100,""
"48003136001",1183273,"TX","Evaporation",100,100,""
"48003286001",1183310,"TX","Discharge To Another Facility",100,100,"48003111003"
"48004026003",1183345,"TX","Discharge To Another Facility",100,100,"48000004500"
"48004042001",1183361,"TX","Discharge To Another Facility",100,100,"48004354004"
"48004080001",1183391,"TX","Discharge To Another Facility",100,100,"48004083001"
"48004096001",1183404,"TX","Outfall To Surface Waters",100,100,""
"48004205001",1183460,"TX","Outfall To Surface Waters",100,100,""
"48004215002",1183468,"TX","Outfall To Surface Waters",100,100,""
"48004256001",1183488,"TX","Evaporation",100,100,""
"48004362002",1183533,"TX","Outfall To Surface Waters",100,100,""
"48005006006",1183568,"TX","Outfall To Surface Waters",100,100,""
"48006007001",1183677,"TX","Outfall To Surface Waters",100,100,""
"48006009003",1183678,"TX","Outfall To Surface Waters",100,100,""
