"CWNS_ID","FACILITY_ID","STATE_CODE","RESPONSIBLE_ENTITY","AUTHORITY_NAME"
"48007041001",1183861,"TX","N","CITY OF JACINTO CITY WWTP"
"48007043001",1183863,"TX","N","CITY OF LA PORTE"
"48007046001",1183864,"TX","N","MEMORIAL VILLAGES WATER AUTH."
"48007048003",1183868,"TX","N","CITY OF PASADENA"
"48007049001",1183870,"TX","N","CITY OF SEABROOK"
"48007053001",1183874,"TX","N","HARRIS COUNTY MUD NO. 180*"
"48007054001",1183875,"TX","N","CITY OF WALLER"
"48007056001",1183876,"TX","N","CITY OF WEST UNIVERSITY PLACE"
"48007057001",1183877,"TX","N","CITY OF CLEVELAND"
"48007057002",1183878,"TX","N","CITY OF CLEVELAND WEST WASTEWATER PLANT"
"48007059003",1183882,"TX","N","CITY OF DAYTON"
"48007060002",1183883,"TX","N","CITY OF HUXLEY WTP"
"48007061001",1183884,"TX","N","CITY OF COROE REGIONAL WWTF"
"48007063002",1183887,"TX","N","CITY OF BELVIEU"
"48007064002",1183888,"TX","N","KLEINWOOD JOINT POWERS BOARD"
"48007064003",1183889,"TX","N","TRESCHWIG JOINT POWERS*"
"48007064008",1183890,"TX","N","GULF COAST WASTE DISPOSAL AUTH"
"48007064004",3537876,"TX","Y","GULF COAST WASTE DISPOSAL AUTH"
"48007046007",3537776,"TX","Y","GULF COAST WASTE DISPOSAL AUTH"
"48007046006",3537816,"TX","Y","GULF COAST WASTE DISPOSAL AUTH"
"48007064009",3538016,"TX","Y","GULF COAST WASTE DISPOSAL AUTH"
"48007064041",1183893,"TX","N","WHITE OAK BAYOU JOINT POWERS BOARD"
"48007069001",1183897,"TX","N","CLEAR LAKE CITY WATER AUTH."
"48007071001",1183898,"TX","N","FORT BEND COUNTY WCID NO. 2"
"48007072001",1183899,"TX","N","BAYVIEW MUD"
"48007075001",1183901,"TX","N","BRAZORIA COUNTY FWSD NO. 1"
"48007079001",1183903,"TX","N","CITY OF JAMAICA BEACH"
"48007081001",1183905,"TX","N","GALVESTON COUNTY FWSD NO. 6"
"48007083001",1183906,"TX","N","GALVESTON CO. MUD NO. 12"
"48007085001",1183908,"TX","N","HARRIS COUNTY F.W.S.D. NO. 6"
"48007089001",1183912,"TX","N","HARRIS COUNTY FWSD NO. 51"
"48007090001",1183913,"TX","N","HARRIS COUNTY FWSD NO. 52"
"48007094001",1183916,"TX","N","CITY OF KENDLETON"
"48007095001",1183917,"TX","N","HARRIS COUNTY MUD NO. 11"
"48007096001",1183918,"TX","N","FORT BEND COUNTY MUD NO. 30"
"48007098001",1183920,"TX","N","HARRIS COUNTY WCID"
"48007099001",1183921,"TX","N","HARRIS COUNTY WCID NO. 21"
"48007118001",1183935,"TX","N","SEVERN TRENT ENVIRONMENTAL"
"48007120001",1183936,"TX","N","ERCI THIRY"
"48007126001",1183941,"TX","N","FORT BEND COUNTY MUD #37"
"48007128001",1183942,"TX","N","NORTH MISSION GLEN MUD"
"48007004001",1183773,"TX","N","CITY OF BRAZORIA"
"48007006001",1183775,"TX","N","CITY OF CLUTE"
"48007008001",1183777,"TX","N","JACKRABBIT ROAD PUD"
"48007012001",1183781,"TX","N","CITY OF PEARLAND"
"48007012801",3532376,"TX","N","CITY OF PEARLAND"
"48007032001",1183813,"TX","N","CITY OF TEXAS CITY"
"48007033003",1183815,"TX","N","CITY OF BAYTOWN/EAST DISTRICT"
"48007035001",1183816,"TX","N","CROSBY SEWER TREATMNET PLANT"
"48007036001",1183817,"TX","N","CITY OF DEER PARK"
"48004060001",1183376,"TX","N","CITY OF SANGER"
"48004068001",1183383,"TX","N","CITY OF MAYPEARL"
"48004078005",1183389,"TX","N","CITY OF DENISON"
"48004079001",1183390,"TX","N","CITY OF GUNTER"
"48004086001",1183395,"TX","N","CITY OF TOM BEAN"
"48004092001",1183401,"TX","N","CITY OF CLEBURNE"
"48004093001",1183402,"TX","N","CITY OF GODLEY"
"48004095001",1183403,"TX","N","JOHNSON COUNTY SPEICAL UD"
"48004096001",1183404,"TX","","CITY OF KEENE"
"48004099001",1183406,"TX","N","CITY OF CRANDALL"
"48004101001",1183408,"TX","N","CITY OF KAUFMAN"
"48004102001",1183409,"TX","N","CITY OF KEMP"
"48004105001",1183411,"TX","N","CITY OF TERRELL - KINGS CREEK"
"48004354010",1183525,"TX","N","NORTH TEXAS MWD"
"48004109001",1183416,"TX","N","NORTH TEXAS MUNICIPAL WATER DI"
"48004111002",1183420,"TX","N","CITY OF AZLE"
"48004124001",1183434,"TX","N","CITY OF GRAPEVINE"
"48004141001",1183451,"TX","N","CITY OF CORSICANA - PLT 2"
"48004150001",1183457,"TX","N","CITY OF SADLER"
"48004201001",1183458,"TX","N","CITY OF ALVORD"
"48004204001",1183459,"TX","N","CITY OF BLOOMING GROVE"
"48004205001",1183460,"TX","N","CITY OF BOYD"
"48004206001",1183461,"TX","N","CITY OF BOWIE"
"48007014001",1183785,"TX","N","CITY OF SWEENY"
"48007015001",1183786,"TX","N","CITY OF WEST COLUMBIA"
"48007016001",1183787,"TX","N","CITY OF BEASLEY"
"48007017001",1183788,"TX","N","CITY OF KATY"
"48007018001",1183789,"TX","N","CITY OF NEEDVILLE"
"48007020001",1183791,"TX","N","CITY OF RICHMOND"
"48007021002",1183794,"TX","N","CITY OF ROSENBERG, PLANT NO. 2"
"48007022001",1183796,"TX","N","CITY OF SUGAR LAND"
"48007023002",1183798,"TX","N","GALVESTON COUNTY WCID 8"
"48007024001",1183799,"TX","N","BACLIFF MUD"
"48007025001",1183800,"TX","N","GALVESTON COUNTY WCID 1"
"48007029001",1183809,"TX","N","GALVESTON COUNTY WCID 12"
"48007031003",1183811,"TX","N","CITY OF LEAGUE CITY"
"48007032001",1183813,"TX","N","CITY OF TEXAS CITY"
"48007035001",1183816,"TX","N","CROSBY MUD"
"48007036001",1183817,"TX","N","CITY OF DEER PARK - CENT WASTE"
"48007038001",1183819,"TX","N","HARRIS COUNTY WCID 1"
"48001333002",436916,"TX","Y","Cameron County"
"48002025002",453323,"TX","Y","Webb County"
"48006022001",417949,"TX","N","CITY OF NACOGDOCHES - 0003"
"48002079002",435410,"TX","Y","Jim Wells County"
"48001107003",412991,"TX","Y","Primera"
"48003304001",421486,"TX","Y","Jonestown"
"48000133001",1182819,"TX","N","CITY OF CROWELL"
"48001417002",459628,"TX","Y","San Patricio County"
"48009047001",407572,"TX","Y","Eola WSC"
"48001151004",411058,"TX","N","CITY OF MISSOURI CITY"
"48001294001",1183043,"TX","Y","Quail Creek MUD"
"48001151005",432052,"TX","Y","Frio County"
"48003200002",432079,"TX","Y","Grimes County"
"48020780001",428136,"TX","Y","Brooks County"
"48020780002",3600379,"TX","Y","Brooks County"
"48001143002",428589,"TX","Y","Jim Hogg Co.WCID #2"
"48007781002",429612,"TX","Y","Liberty County"
"48001006002",412040,"TX","Y","Redland Water Suppy Corporation"
"48001681001",418326,"TX","Y","Fort Bend Co Mud #116"
"48007064041",1183893,"TX","Y","White Oak Bayou Joint Powers Board"
"48001549001",430568,"TX","Y","Dimmit County"
"48007749001",1184250,"TX","N","EAGLE WATER MANAGEMENT INC"
"48007752001",1184253,"TX","N","CITY OF TOMBALL"
"48007753001",1184254,"TX","N","TRAIL OF THE LAKES MUD"
"48007766001",1184260,"TX","N","WEST HARRIS COUNTY MUD 10"
"48007768001",1184261,"TX","N","WESTLAKE MUD 1"
"48007769001",1184262,"TX","N","WEST MEMORIAL MUD"
"48007773001",1184264,"TX","N","WHITE OAK BEND MUD"
"48007775001",1184266,"TX","N","HAYS UTILITY SERVICE"
"48007784001",1184269,"TX","N","CHATEAU WOOD MUD"
"48007807001",1184280,"TX","N","MONTGOMERY COUNTY MUD 24"
"48007817001",1184285,"TX","N","NEW CANEY MUD"
"48007820001",1184286,"TX","N","RAYFORD ROAD MUD"
"48007826003",1184289,"TX","N","CITY OF SHENANDOAH"
"48007830001",1184291,"TX","N","SPRING CREEK UTILITY DISTRICT"
"48001258001",1070612,"TX","Y","Skidmore"
"48002090001",1070635,"TX","Y","Tuleta"
"48007802001",1184277,"TX","N","MONTGOMERY COUNTY MUD 15"
"48007848001",1184302,"TX","N","SAN JACINTO RIVER AUTHORITY"
"48007854001",1184309,"TX","N","MONTGOMERY COUNTY UD 2"
"48007865001",1184316,"TX","N","CITY OF HEMPSTEAD"
"48007866001",1184317,"TX","N","BLUE RIDGE WEST MUD"
"48007868001",1184318,"TX","N","PLANTATION MUD"
"48007871001",1184319,"TX","N","CNP UTILITY DISTRICT"
"48007873001",1184321,"TX","N","MEADOWHILL REGIOANL MUD"
"48007874001",1184322,"TX","N","FOREST HILLS MUD"
"48007833001",1184293,"TX","N","TEXAS NATIONAL MUD"
"48007846001",1184300,"TX","N","HARRIS COUNTY MUD NO. 26"
"48001132001",1068306,"TX","Y","Upper Trinity Regional Water District"
"48001132002",2823642,"TX","Y","Upper Trinity Regional Water District"
"48001132003",2809368,"TX","Y","Upper Trinity Regional Water District"
"48006036003",1183703,"TX","N","CITY OF KOUNTZE"
"48001533001",1183098,"TX","N","NORTH ALAMO WATER SUPPLY CORP."
"48007847001",1184301,"TX","N","HARRIS COUNTY MUD NO. 82"
"48007410001",1184064,"TX","Y","NEW ULM WSC"
"48001272001",1065466,"TX","Y","Kopperl Independent School District"
"48007012005",1065730,"TX","Y","City of Pearland"
"48007652001",1184196,"TX","N","HARRIS CO WCID 113"
"48007654001",1184198,"TX","N","HARRIS COUNTY WCID 119"
"48007666001",1184201,"TX","N","HUNTERS GLEN MUNICIPAL UD"
"48007669001",1184203,"TX","N","INVERNESS FOREST ID"
"48007676001",1184207,"TX","N","LANGHAM CREEK UTILITY DIST"
"48007688001",1184215,"TX","N","MEMORIAL HILLS UTILITY DIST"
"48007694001",1184220,"TX","N","MOUNT HOUSTON ROAD MUD"
"48007725001",1184239,"TX","N","RENN ROAD MUD"
"48005077001",1183626,"TX","N","CITY OF LAKEPORT"
"48007651002",1184195,"TX","N","HARRIS COUNTY WCID 110"
"48007650001",1184194,"TX","N","HARRIS COUNTY WCID 109"
"48007695001",1184221,"TX","N","NORTHAMPTON MUD"
"48007699001",1184223,"TX","N","NORTH FOREST MUD"
"48007703001",1184225,"TX","N","NORTHWEST HARRIS COUNTY MUD 5"
"48007706001",1184227,"TX","N","NORTHWEST HARRIS COUNTY MUD 10"
"48007707001",1184228,"TX","N","NORTHWEST HARRIS CO. MUD NO. 9"
"48007709001",1184229,"TX","N","NORTHWEST HARRIS CO MUD 15"
"48007719001",1184234,"TX","N","PONDEROSA JOINT POWERS AGENCY"
"48007722001",1184236,"TX","N","PRESTONWOOD FOREST UD"
"48007723001",1184237,"TX","N","ROLLING FORK PUD"
"48008015003",1184359,"TX","N","SAN ANTONIO WATER SYSTEM"
"48008015004",1184360,"TX","N","SAN ANTONIO WATER SYSTEM"
"48008025001",1184369,"TX","N","CITY OF SEGUIN"
"48008027001",1184370,"TX","N","CITY OF KERRVILLE"
"48008028001",1184372,"TX","N","NEW BRAUNFELS UTILITIES"
"48008028003",1184373,"TX","N","NEW BRAUNFELS UTILITIES"
"48008028004",1184374,"TX","N","NEW BRAUNFELS UTILITIES"
"48008029001",1184375,"TX","N","CITY OF SAN MARCOS"
"48008031001",1184377,"TX","N","CITY OF YOAKUM"
"48008033001",1184379,"TX","N","CITY OF LULING, SOUTH PLANT"
"48008033002",1184380,"TX","N","CITY OF LULING"
"48007037001",1183818,"TX","Y","HARRIS CO MUD #136"
"48007038001",1183819,"TX","Y","HARRIS CO WCID #  1"
"48007039079",2884962,"TX","Y","HOUSTON"
"48007039107",2885642,"TX","Y","HOUSTON"
"48007039014",2885574,"TX","Y","HOUSTON"
"48007039036",1183837,"TX","Y","HOUSTON"
"48007039085",1183852,"TX","Y","HOUSTON"
"48007040003",1183860,"TX","Y","HUMBLE"
"48007040002",1183859,"TX","Y","HUMBLE"
"48007041001",1183861,"TX","Y","JACINTO CITY"
"48071123001",3148212,"TX","Y","JERSEY VILLAGE"
"48007042001",1183862,"TX","Y","JERSEY VILLAGE"
"48007043001",1183863,"TX","Y","LA PORTE"
"48007046001",1183864,"TX","Y","MEMORIAL VILLAGES WA"
"48007047001",1183865,"TX","Y","MORGANS POINT"
"48007048003",1183868,"TX","Y","Pasadena"
"48007048001",1183866,"TX","Y","Pasadena"
"48007048004",3150754,"TX","Y","Pasadena"
"48007049001",1183870,"TX","Y","SEABROOK"
"48007050001",1183871,"TX","Y","SHOREACRES"
"48007051001",1183872,"TX","Y","SOUTH HOUSTON"
"48007052001",1183873,"TX","Y","SOUTHSIDE PLACE"
"48001389001",3512856,"TX","Y","Hays Co WCID # 1"
"48007734001",1184244,"TX","N","SEQUOIA ID"
"48007875001",1184323,"TX","N","NW HARRIS COUNTY MUD 21 22 & 23"
"48007878001",1184326,"TX","N","HARRIS COUNTY MUD 116"
"48007880001",1184327,"TX","N","TIMBERLAKE ID"
"48007883001",1184328,"TX","N","HARRIS COUNTY MUD 185"
"48006185001",1183767,"TX","Y","GRAPELAND"
"48006188001",1183768,"TX","Y","BEECHWOOD"
"48007001001",1183771,"TX","Y","ALVIN"
"48007002002",3056748,"TX","Y","ANGLETON"
"48007002001",1183772,"TX","Y","ANGLETON"
"48007004001",1183773,"TX","Y","BRAZORIA"
"48007005001",1183774,"TX","Y","TERRANOVA WEST MUD"
"48007006001",1183775,"TX","Y","CLUTE"
"48007008001",1183777,"TX","Y","JACKRABBIT ROAD PUD"
"48007009001",1183778,"TX","Y","BARKER-CYPRESS MUD"
"48007010001",1183779,"TX","Y","HARRIS CO UD #6"
"48007011001",1183780,"TX","Y","LAKE JACKSON"
"48007012002",1183782,"TX","Y","PEARLAND"
"48007012001",1183781,"TX","Y","PEARLAND"
"48007012007",1065891,"TX","Y","PEARLAND"
"48007012004",1065898,"TX","Y","PEARLAND"
"48007013001",1183784,"TX","Y","RICHWOOD"
"48007014001",1183785,"TX","Y","SWEENY"
"48007015001",1183786,"TX","Y","WEST COLUMBIA"
"48007016001",1183787,"TX","Y","BEASLEY"
"48007017001",1183788,"TX","Y","KATY"
"48007018001",1183789,"TX","Y","NEEDVILLE"
"48007019001",1183790,"TX","Y","ORCHARD"
"48007020002",1183792,"TX","Y","RICHMOND"
"48007020001",1183791,"TX","Y","RICHMOND"
"48007021002",1183794,"TX","Y","ROSENBERG"
"48007021003",1183795,"TX","Y","ROSENBERG"
"48007022002",2870720,"TX","Y","SUGAR LAND"
"48007022001",1183796,"TX","Y","SUGAR LAND"
"48007023002",1183798,"TX","Y","GALVESTON CO WCID # 8"
"48007024001",1183799,"TX","Y","BACLIFF MUD"
"48007025001",1183800,"TX","Y","GALVESTON CO WCID # 1"
"48007025002",1183801,"TX","Y","GALVESTON CO WCID # 1"
"48007026001",1183802,"TX","Y","FRIENDSWOOD"
"48007027001",1183804,"TX","Y","GALVESTON"
"48007027007",1183807,"TX","Y","GALVESTON"
"48007027005",1183806,"TX","Y","GALVESTON"
"48007027002",1183805,"TX","Y","GALVESTON"
"48007028001",1183808,"TX","Y","Hitchcock"
"48007029001",1183809,"TX","Y","GALVESTON CO WCID #12"
"48007030001",1183810,"TX","Y","LA MARQUE"
"48007031005",1183812,"TX","Y","LEAGUE CITY"
"48007031001",2871458,"TX","Y","LEAGUE CITY"
"48007031003",1183811,"TX","Y","LEAGUE CITY"
"48007032001",1183813,"TX","Y","TEXAS CITY"
"48007033009",413590,"TX","Y","Baytown"
"48007033006",2881937,"TX","Y","Baytown"
"48007033008",2881992,"TX","Y","Baytown"
"48007033001",1183814,"TX","Y","Baytown"
"48007033007",2881935,"TX","Y","Baytown"
"48007033003",1183815,"TX","Y","Baytown"
"48007035001",1183816,"TX","Y","CROSBY MUD"
"48007036001",1183817,"TX","Y","DEER PARK"
"48007923001",1184341,"TX","N","RICHEY ROAD MUD"
"48007925001",1184342,"TX","N","HARRIS COUNTY WCID 89"
"48008015001",1184357,"TX","N","SAN ANTONIO WATER SYSTEM"
"48008015002",1184358,"TX","N","SAN ANTONIO WATER SYSTEM"
"48007053001",1183874,"TX","Y","HARRIS CO MUD #180"
"48007054001",1183875,"TX","Y","WALLER"
"48007056001",1183876,"TX","Y","WEST UNIVERSITY PLACE"
"48007057001",1183877,"TX","Y","CLEVELAND"
"48007057002",1183878,"TX","Y","CLEVELAND"
"48007058001",1183879,"TX","Y","DAISETTA"
"48007059003",1183882,"TX","Y","DAYTON"
"48007060001",1227911,"TX","Y","LIBERTY"
"48001213001",1182993,"TX","Y","CONROE"
"48007061004",1183886,"TX","Y","CONROE"
"48007063002",1183887,"TX","Y","MONT BELVIEU"
"48007064003",1183889,"TX","Y","GULF COAST WDA"
"48007064008",1183890,"TX","Y","GULF COAST-FRIENDSWOOD"
"48007067001",1183896,"TX","Y","MONTGOMERY CO MUD #46"
"48007069001",1183897,"TX","Y","CLEAR LAKE CITY WA"
"48007071001",1183898,"TX","Y","FORT BEND CO WCID #2"
"48007072001",1183899,"TX","Y","BAYVIEW MUD"
"48007074001",1183900,"TX","Y","CORNERSTONES MUD"
"48007075001",1183901,"TX","Y","BRAZORIA CO FWSD #1"
"48007077001",1183902,"TX","Y","LAKE MUD"
"48007079001",1183903,"TX","Y","JAMAICA BEACH"
"48007081001",1183905,"TX","Y","GALVESTON CO FWSD #6"
"48007083001",1183906,"TX","Y","GALVESTON CO MUD #12"
"48007085001",1183908,"TX","Y","HARRIS CO FWSD #  6"
"48007086001",1183909,"TX","Y","HARRIS CO FWSD # 45"
"48007087001",1183910,"TX","Y","HARRIS CO FWSD # 47"
"48007088001",1183911,"TX","Y","SHELDON ROAD MUD"
"48007088002",1227914,"TX","Y","SHELDON ROAD MUD"
"48007089001",1183912,"TX","Y","HARRIS CO FWSD # 51"
"48007090001",1183913,"TX","Y","HARRIS CO FWSD # 52"
"48007091001",1183914,"TX","Y","HARRIS CO FWSD # 58"
"48007094001",1183916,"TX","Y","KENDLETON"
"48007095001",1183917,"TX","Y","HARRIS CO MUD # 11"
"48007096001",1183918,"TX","Y","FORT BEND CO MUD #30"
"48004092001",1183401,"TX","N","CITY OF CLEBURNE"
"48004099001",1183406,"TX","N","CITY OF CRANDALL"
"48004102001",1183409,"TX","N","CITY OF KEMP"
"48004104001",1183410,"TX","N","CITY OF MABANK"
"48004105001",1183411,"TX","N","CITY OF TERRELL"
"48004108001",1183415,"TX","N","NORTH TEXAS MWD"
"48004109001",1183416,"TX","N","NORTH TEXAS MUNICIPAL WATER DI"
"48004111002",1183420,"TX","N","CITY OF AZLE"
"48004141001",1183451,"TX","N","CITY OF CORSICANA - PLT 2"
"48004201001",1183458,"TX","N","CITY OF ALVORD"
"48004209001",1183463,"TX","N","CITY OF BYERS"
"48004213001",1183466,"TX","N","CITY OF GRAFORD"
"48004215001",1183467,"TX","N","CITY OF HENRIETTA"
"48004215002",1183468,"TX","N","CITY OF HENRIETTA"
"48004217001",1183470,"TX","N","CITY OF LINDSAY"
"48004219001",1183472,"TX","N","CITY OF NOCONA"
"48003035004",3517258,"TX","Y","Pflugerville"
"48001266001",1183035,"TX","N","JACKSON COUNTY WCID NO. 2"
"48001276001",1183039,"TX","N","MATAGORDA WD & WSC"
"48001295001",1183044,"TX","N","VICTORIA CO WCID NO. 1"
"48001402001",1183074,"TX","N","WHARTON COUNTY WCID NO. 1"
"48001403001",1183075,"TX","N","WHARTON COUNTY WCID NO 2"
"48002005001",1183108,"TX","N","CITY OF LUBBOCK"
"48002015001",1183114,"TX","N","CITY OF BIG SPRING"
"48002017001",1183116,"TX","N","CITY OF SNYDER"
"48002031001",1183125,"TX","Y","CITY OF ABILENE"
"48002036001",1183127,"TX","N","CITY OF BAIRD"
"48002045001",1183132,"TX","N","CITY OF GOREE"
"48002056001",1183139,"TX","N","CITY OF OBRIEN"
"48002058001",1183140,"TX","N","CITY OF SHERMAN, POST OAK WWTP"
"48002070001",1183149,"TX","N","CITY OF WEINERT"
"48002141001",1183164,"TX","N","CITY OF KNOX CITY"
"48003006001",1183170,"TX","N","BELL COUNTY W C I DIST.3"
"48003008002",1183172,"TX","N","CITY OF TEMPLE"
"48003011001",1183174,"TX","N","CITY OF COPPERAS COVE"
"48003011002",1183175,"TX","N","CITY OF COPPERAS COVE"
"48007023002",1183798,"TX","N","GALVESTON COUNTY WCID 8"
"48007024001",1183799,"TX","N","BACLIFF MUD"
"48007025001",1183800,"TX","N","GALVESTON COUNTY WCID 1"
"48007027001",1183804,"TX","N","CITY OF GALVESTON"
"48007027002",1183805,"TX","N","CITY OF GALVESTON"
"48003080004",1183229,"TX","N","CITY OF GEORGETOWN"
"48003081001",1183231,"TX","N","CITY OF GIDDINGS"
"48003081002",1183232,"TX","N","CITY OF GIDDINGS"
"48003082001",1183233,"TX","N","CITY OF GOLDTHWAITE"
"48003083001",1183234,"TX","N","CITY OF GORMAN"
"48003092001",1183241,"TX","N","CITY OF IREDELL"
"48003093001",1183242,"TX","N","CITY OF JEWETT"
"48003094001",1183243,"TX","N","CITY OF KOSSE"
"48003099001",1183246,"TX","N","CITY OF MARLIN"
"48003100002",1183248,"TX","N","CITY OF MERIDIAN"
"48003102001",1183250,"TX","N","CITY OF MOUNT CALM"
"48003108001",1183253,"TX","N","CITY OF RISING STAR"
"48003109001",1183254,"TX","N","CITY OF RANGER"
"48003111001",1183255,"TX","N","BRAZOS RIVER AUTHORITY/LCRA"
"48003111003",1183257,"TX","N","CITY OF ROUND ROCK, CEDAR PARK, AUSTIN"
"48003113001",1183258,"TX","N","CITY OF STEPHENVILLE"
"48003115001",1183260,"TX","N","CITY OF SOMMERVILLE"
"48003119001",1183263,"TX","N","CITY OF TOLAR"
"48004219002",1183473,"TX","N","CITY OF NOCONA"
"48004232001",1183479,"TX","N","CITY OF SAINT JO"
"48004257001",1183489,"TX","N","CITY OF CALLISBURG"
"48004269002",1183493,"TX","N","CITY OF THE COLONY"
"48004273001",1183494,"TX","N","TROPHY CLUB MUD 1"
"48004280001",1183498,"TX","N","TOWN OF LAKEWOOD VILLAGE"
"48004313001",1183505,"TX","N","CITY OF GOODLOW"
"48004354001",1183519,"TX","N","N TEXAS MWD - CITY OF PLANO"
"48004354008",1183524,"TX","N","NORTH TEXAS MWD"
"48004354010",1183525,"TX","N","NORTH TEXAS MWD"
"48004088001",1183397,"TX","N","CITY OF WHITESBORO"
"48004358001",1183529,"TX","N","CITY OF BURKBURNETT"
"48004359001",1183530,"TX","N","CITY OF ELECTRA"
"48004360001",1183531,"TX","N","CITY OF IOWA PARK"
"48004362001",1183532,"TX","N","CITY OF WICHITA FALLS"
"48004362002",1183533,"TX","N","CITY OF WICHITA FALLS"
"48004366001",1183536,"TX","N","CITY OF ARCHER CITY"
"48004370001",1183539,"TX","N","CITY OF HOLLIDAY"
"48004374001",1183541,"TX","N","CITY OF MINERAL WELLS"
"48004374003",1183542,"TX","N","CITY OF MINERAL WELLS"
"48005002001",1183563,"TX","N","CITY OF HOOKS"
"48005006001",1183566,"TX","N","TEXARKANA WATER UTILITIES"
"48005006006",1183568,"TX","N","CITY OF TEXARKANA WATER UTILS."
"48005009001",1183571,"TX","Y","CITY OF BULLARD"
"48000000419",3613244,"TX","Y","CITY OF BULLARD"
"48005018001",1183579,"TX","N","CITY OF HENDERSON"
"48005018002",1183580,"TX","N","CITY OF HENDERSON"
"48005019001",1183581,"TX","N","CITY OF LONGVIEW"
"48005026001",1183586,"TX","N","CITY OF MINEOLA"
"48005029001",1183588,"TX","N","CITY OF QUEEN CITY"
"48003081001",1183231,"TX","N","CITY OF GIDDINGS"
"48003081002",1183232,"TX","N","CITY OF GIDDINGS SOUTH PLANT"
"48003082001",1183233,"TX","N","CITY OF GOLDTHWAITE"
"48003083001",1183234,"TX","N","CITY OF GORMAN"
"48003088002",1183238,"TX","N","CITY OF HEARNE"
"48007027007",1183807,"TX","N","CITY OF GALVESTON"
"48007029001",1183809,"TX","N","GALVESTON COUNTY WCID 12"
"48007030001",1183810,"TX","N","CITY OF LA MARQUE"
"48007031005",1183812,"TX","N","CITY OF LEAGUE CITY"
"48007032001",1183813,"TX","N","CITY OF TEXAS CITY"
"48007033003",1183815,"TX","N","CITY OF BAYTOWN"
"48007036001",1183817,"TX","N","CITY OF DEER PARK - CENT WASTE"
"48004093001",1183402,"TX","N","CITY OF GODLEY"
"48004048004",3516419,"TX","Y","Denton"
"48001765001",3516456,"TX","N","ECO RESOURCES INC"
"48001151006",3516498,"TX","Y","Missouri City"
"48003120001",1183264,"TX","N","CITY OF THORNDALE"
"48003122001",1183266,"TX","N","CITY OF SNOOK"
"48003124001",1183268,"TX","N","CITY OF WORTHAM"
"48003131001",1183270,"TX","N","CITY OF LIPAN"
"48003132001",1183271,"TX","N","LCRA"
"48003133001",1183272,"TX","N","CITY OF MARQUEZ"
"48003140001",1183276,"TX","N","BELL COUNTY WCID 2"
"48003167001",1183282,"TX","N","UPPER LEON RIVER MWD"
"48003206001",1183288,"TX","N","CITY OF BYNUM"
"48003231001",1183292,"TX","N","MCLENNAN COUNTY WCID 2"
"48003239001",1183295,"TX","N","TOWN OF BUCKHOLTS"
"48003268001",1183305,"TX","N","CITY OF BURTON"
"48003275001",1183307,"TX","N","CITY OF CEDAR PARK"
"48008045006",3505620,"TX","Y","San Antonio River Authority"
"48007012009",3501162,"TX","Y","City of Pearland"
"48007242001",1184033,"TX","Y","Pearland"
"48001258001",1070612,"TX","N","SKIDMORE WSC"
"48001218003",1070746,"TX","N","CHASE FIELD WWTP"
"48007211001",1184004,"TX","N","HARRIS COUNTY MUD 91"
"48007222001",1184013,"TX","N","FORT BEND COUNTY MUD  34"
"48001765001",3516456,"TX","Y","Rosenberg"
"48003011003",1183176,"TX","N","CITY OF COPPERAS COVE"
"48003013001",1183178,"TX","N","CITY OF GATESVILLE"
"48003019001",1183183,"TX","N","CITY OF CRAWFORD"
