"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_NAME","DESCRIPTION","OWNER_TYPE","SUPERFUND_FLAG","SEMS_ID","SCF_ELIGIBLE","REVIEW_STATUS","REVIEW_TYPE","DATE_LAST_MODIFIED","NO_NEEDS"
"48003167001",1183282,"TX","Wastewater","Par Village WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004016003",1183333,"TX","Wastewater","Spring Rowlett CS","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48005032001",1183590,"TX","Wastewater","Deport WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006048001",1183711,"TX","Wastewater","CUSHING STP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48007072001",1183899,"TX","Wastewater","Bayview MUD WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007421001",1184068,"TX","Wastewater","Commodore Cove WWTP","","Public","N","","N","FA","Partial",19-MAY-23,"Y"
"48007528001",1184125,"TX","Wastewater","Galena Park WWTP #1","","Public","N","","N","FA","Partial",19-MAY-23,"Y"
"48007535002",1184130,"TX","Wastewater","Hasting Greens Plant #2","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007564001",1184143,"TX","Wastewater","Birnam Wood CS - Treschwig Regional","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007683001",1184213,"TX","Wastewater","West Memorial CS (Mason Creek UD)","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007731001",1184241,"TX","Wastewater","Royalwood South WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48007842001",1184299,"TX","Wastewater","PRAIRIE VIEW A&M STP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48008033001",1184379,"TX","Wastewater","South WWTP - Luling","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008043001",1184390,"TX","Wastewater","Rocksprings WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48001210001",1182990,"TX","Wastewater","MATHIS STP","","Public","N","","N","FA","Partial",05-MAY-23,"Y"
"48001403001",1183075,"TX","Wastewater","East Bernard WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001587009",1183104,"TX","Wastewater","Sanchez Ranch - McAllen #3 - North","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48002021001",1183119,"TX","Wastewater","Anson WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003033001",1183196,"TX","Wastewater","GOVALLE STP","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48003047001",1183211,"TX","Wastewater","Glen Rose WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003062001",1183220,"TX","Wastewater","Brenham WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003074001",1183225,"TX","Wastewater","Dublin WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003165001",1183281,"TX","Wastewater","Meadowlakes WWTP","","Public","N","","N","FA","Partial",04-MAY-23,"Y"
"48004079001",1183390,"TX","Wastewater","Gunter WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004113001",1183422,"TX","Wastewater","Benbrook CS-Village Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004122003",1183432,"TX","Wastewater","Fort Worth CS - Central TRA","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005077001",1183626,"TX","Wastewater","Lakeport WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005119001",1183659,"TX","Wastewater","New Summerfield WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007039012",1183827,"TX","Wastewater","FWSD #23 WWTP","","Public","N","","N","FA","Full",03-MAY-23,""
"48007170001",1183978,"TX","Wastewater","West Park WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007185001",1183987,"TX","Wastewater","Northview Park WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007617001",1184177,"TX","Wastewater","Atascocita South CS - Atascocita WW","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007735001",1184245,"TX","Wastewater","Shasla PUD CS - Dove Meadows WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48008186001",1184457,"TX","Wastewater","D'Hanis WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48009033001",1184485,"TX","Wastewater","San Saba WWTP","","Public","N","","N","FA","Partial",19-MAY-23,"Y"
"48009504001",1184506,"TX","Wastewater","Fair Oaks Ranch WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48000004503",1182792,"TX","Wastewater","Mountain Creek Interc - Central TRA","","Public","N","","Y","FA","Partial",16-MAY-23,"Y"
"48001147001",1182950,"TX","Wastewater","Rio Grande City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000131001",1227743,"TX","Wastewater","Chillicothe WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000151001",1227746,"TX","Wastewater","McLean WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48000239001",1227752,"TX","Wastewater","Petersburg WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48004234001",1227859,"TX","Wastewater","Decatur WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005126001",1227892,"TX","Wastewater","Campbell WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007439001",1227921,"TX","Wastewater","Beach City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48002014002",2835401,"TX","Wastewater","San Carlos - NAWSC","","Public","N","","N","FA","Partial",05-MAY-23,"Y"
"48001124002",2844665,"TX","Wastewater","Weslaco South WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007690002",3149615,"TX","Wastewater","Mills Road MUD WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48004038801",3507481,"TX","Stormwater","Mesquite Storm water system","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48002015002",3510576,"TX","Wastewater","Regional Reclamation Facility","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000114001",1182805,"TX","Wastewater","Pampa WWTP","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48001125003",1182929,"TX","Wastewater","Laredo North WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48001209001",1182989,"TX","Wastewater","INGLESIDE STP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48003115001",1183260,"TX","Wastewater","SOMERVILLE STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003119001",1183263,"TX","Wastewater","Tolar WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003299001",1183317,"TX","Wastewater","Bluebonnet Country WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48005086001",1183636,"TX","Wastewater","Mount Vernon WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007013001",1183784,"TX","Wastewater","Richwood CS - Clute WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48007023002",1183798,"TX","Wastewater","Alta Loma WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48007672001",1184204,"TX","Wastewater","Kirkmont CS - Southwest WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48007695001",1184221,"TX","Wastewater","Northhampton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007851001",1184306,"TX","Wastewater","POINT AQUARIUS STP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48007871001",1184319,"TX","Wastewater","CNP UD WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48008075001",1184416,"TX","Wastewater","Pleasanton WWTP","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48009025001",1227951,"TX","Wastewater","Kingsland WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001124201",3119648,"TX","Wastewater","London WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48007039080",3149548,"TX","Wastewater","MUD #139 CS - Keegan's Bayou WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001010001",1227758,"TX","Wastewater","Anthony WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008015011",3047428,"TX","Wastewater","Mitchell Lake WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48004002002",3084008,"TX","Wastewater","Throckmorton  Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000141001",1182826,"TX","Wastewater","Groom WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000186001",1182855,"TX","Wastewater","Nazareth WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48001007001",1182876,"TX","Wastewater","Ozona Main WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001220003",1183002,"TX","Wastewater","Little Chocolate Bayou WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48002045001",1183132,"TX","Wastewater","Goree WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003099001",1183246,"TX","Wastewater","Marlin","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005106001",1183652,"TX","Wastewater","White Oak WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007004001",1183773,"TX","Wastewater","Brazoria WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007039084",1183851,"TX","Wastewater","Metro Central Regional WWTP","","Public","N","","N","FA","Full",03-MAY-23,""
"48007425001",1184071,"TX","Wastewater","Hillcrest Village WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007724001",1184238,"TX","Wastewater","Harvest Meadows CS - Harvest Bend W","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48008005001",1184348,"TX","Wastewater","Converse CS - Salatrillo WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008024001",1184368,"TX","Wastewater","Schertz CS - O J Riedel WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48008185001",1184456,"TX","Wastewater","La Coste WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48002039001",1227785,"TX","Wastewater","Clyde WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005097001",1227886,"TX","Wastewater","Savoy WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007560001",1227930,"TX","Wastewater","Lincoln Green WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48002163002",2914250,"TX","Wastewater","Rio Grande City WWTP #2","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007924001",3149088,"TX","Wastewater","Cumberland Place WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007752002",3153388,"TX","Wastewater","Tomball South WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000018001",3167888,"TX","Wastewater","Holmwood CS - Jasper WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001065602",3345471,"TX","Wastewater","Quail Run","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48002109002",3539936,"TX","Wastewater","Hawley","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48004132002",1183443,"TX","Wastewater","North Richland Hills CS-Bear Cr TRA","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007039098",1183857,"TX","Wastewater","Harris Co MUD #159 CS - Willowbrook","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007460001",1184087,"TX","Wastewater","Quail Green WWTP","","Public","N","","N","FA","Partial",18-MAY-23,"Y"
"48007516001",1184117,"TX","Wastewater","Cypress Klein UD WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007557001",1184141,"TX","Wastewater","Brookhollow CS - White Oak Regional","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48009045001",1184491,"TX","Wastewater","Coleman WWTP","","Public","N","","N","FA","Partial",03-MAY-23,""
"48002072001",1227796,"TX","Wastewater","Wilson WWTP","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48003072001",1227814,"TX","Wastewater","Coolidge WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007518001",1227925,"TX","Wastewater","Willow Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000004007",2827220,"TX","Wastewater","Denton Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003309001",2881220,"TX","Wastewater","Round Rock CS - Brushy Creek WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007916001",3149168,"TX","Wastewater","Cypresswood Plaza CS - Ponderosa Ce","","Public","N","","N","FA","Partial",16-MAY-23,"Y"
"48001714801",3159548,"TX","Stormwater","Galveston Bay Ecosystem","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48007012004",1065898,"TX","Wastewater","Cowart Creek WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48001482001",1067974,"TX","Wastewater","Blueberry Hills/Salazar Heights CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001203006",1182980,"TX","Wastewater","ALLISON STP  #1","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001219002",1183000,"TX","Wastewater","South Plant - Kingsville","","Public","N","","N","FA","Partial",04-MAY-23,"Y"
"48002017001",1183116,"TX","Wastewater","Synder WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004019001",1183335,"TX","Wastewater","Wylie CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005033001",1183591,"TX","Wastewater","Caddo Mills WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006001001",1183672,"TX","Wastewater","Hillebrandt WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007018001",1183789,"TX","Wastewater","Needville WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007039001",1183820,"TX","Wastewater","69th Street Plant","","Public","N","","N","FA","Full",03-MAY-23,""
"48007412001",1184065,"TX","Wastewater","SAN FELIPE WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007616001",1184176,"TX","Wastewater","Pinehurst CS - Atascocita WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007699001",1184223,"TX","Wastewater","North Forest MUD WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007740001",1184248,"TX","Wastewater","Spring Creek Forest CS - Bammel WWTPT","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007855001",1184310,"TX","Wastewater","Corinthian Point WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008090001",1184425,"TX","Wastewater","Camp Wood WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007088002",1227914,"TX","Wastewater","Rolling Hills WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000105006",1182801,"TX","Wastewater","Old Air Base CS - River Road WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000134001",1182820,"TX","Wastewater","Dalhart WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000208001",1182859,"TX","Wastewater","Cactus WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001005001",1182874,"TX","Wastewater","Crane WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001535001",1183100,"TX","Wastewater","Palmview North WWTP","","Public","N","","N","FA","Partial",14-JUN-23,"Y"
"48002139001",1183162,"TX","Wastewater","THROCKMORTON STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003037001",1183204,"TX","Wastewater","Sunset Valley CS - South Austin Reg","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48003069001",1183223,"TX","Wastewater","Cisco WWTP","","Public","N","","Y","FA","Partial",01-DEC-22,""
"48003084001",1183235,"TX","Wastewater","Granbury WWTP - (Southeast)","","Public","N","","N","FA","Full",01-DEC-22,""
"48003108001",1183253,"TX","Wastewater","Rising Star WWTP","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48003268001",1183305,"TX","Wastewater","BURTON STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004012001",1183329,"TX","Wastewater","PLANO CS","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48005060001",1183612,"TX","Wastewater","Daingerfield WWTP","","Public","N","","Y","FA","Partial",01-DEC-22,""
"48007027005",1183806,"TX","Wastewater","Seawolf Park WWTP","","Public","N","","N","FA","Partial",19-MAY-23,"Y"
"48007746001",1184249,"TX","Wastewater","Tattor Road CS - Treschwig Regional","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48007784001",1184269,"TX","Wastewater","Chateau Woods WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007932001",1184343,"TX","Wastewater","Harris Co MUD # 155 WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48071124001",3139722,"TX","Wastewater","Greens Parkway WWTP","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48071221001",3149308,"TX","Wastewater","Harris Co MUD #278","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48008035002",3303555,"TX","Wastewater","Elgin CS-Elgin WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001215008",3522137,"TX","Nonpoint Source","Aransas County Navigation District","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48001587020",2888622,"TX","Wastewater","McColl Estates  CS -Edinburg WWTP","","Public","N","","N","FA","Partial",05-MAY-23,"Y"
"48002008001",1183111,"TX","Wastewater","Wolfforth WWTP","","Public","N","","N","FA","Partial",01-DEC-22,""
"48003019001",1183183,"TX","Wastewater","Crawford WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003227001",1183291,"TX","Wastewater","Clovercreek MUD WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004115001",1183424,"TX","Wastewater","Crowley CS-Village Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005092001",1183642,"TX","Wastewater","EAST STP  #2","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48006020003",1183693,"TX","Wastewater","PARKER BRANCH STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006104001",1183733,"TX","Wastewater","Northwest Forest CS - Hillebrandt W","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48007032001",1183813,"TX","Wastewater","Texas City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007186001",1183988,"TX","Wastewater","Barrett Station WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48002046001",1227788,"TX","Wastewater","Haskell WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48003007001",1227802,"TX","Wastewater","ROGERS WWTP","","Public","N","","N","FA","Partial",19-MAY-23,"Y"
"48008176001",1227948,"TX","Wastewater","Ingram WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48071166001",3119533,"TX","Wastewater","Cinco MUD #6 CS - Cinco Ranch South","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007931001",3148228,"TX","Wastewater","Commerce Park North CS-Spring Glen","","Private","N","","N","FA","Partial",17-MAY-23,"Y"
"48001250001",3542317,"TX","Wastewater","Aransas County","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001272001",1065466,"TX","Wastewater","Kopperl ISD WWTP","","Public","N","","N","FA","Partial",04-MAY-23,"Y"
"48000124001",1182812,"TX","Wastewater","Gruver WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000153001",1182834,"TX","Wastewater","MIAMI STP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48001222001",1183003,"TX","Wastewater","REFUGIO STP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48001232001",1183011,"TX","Wastewater","Edna WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003104001",1183252,"TX","Wastewater","Normangee WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48003287001",1183311,"TX","Wastewater","Brushy Creek Mud CS","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48004040001",1183359,"TX","Wastewater","Sachse CS - Rowlett Creek","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48006066001",1183723,"TX","Wastewater","EAST STP  #3","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006138001",1183752,"TX","Wastewater","Memorial Point WWTP","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48007039036",1183837,"TX","Wastewater","WCID #51 Area - CS","","Public","N","","N","FA","Partial",17-MAY-23,"Y"
"48007536001",1184131,"TX","Wastewater","Londonberry WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007592001",1184163,"TX","Wastewater","Westhollow CS - Chelford Regional","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007640001",1184188,"TX","Wastewater","Lake Shadows WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007706001",1184227,"TX","Wastewater","Cypress Point WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008054001",1184400,"TX","Wastewater","Charlotte WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008081001",1227946,"TX","Wastewater","Somerset WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004354008",1183524,"TX","Wastewater","Buffalo Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005045001",1183601,"TX","Wastewater","Big Sandy WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006047001",1183709,"TX","Wastewater","City of Crockett Northside WWTP #1","","Public","N","","Y","FA","Partial",12-MAY-23,"Y"
"48007120001",1183936,"TX","Wastewater","Mayde Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007428001",1184073,"TX","Wastewater","LIVERPOOL WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007527001",1184124,"TX","Wastewater","Franz Road WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
