"CWNS_ID","FACILITY_ID","STATE_CODE","NEED_REASON"
"48006043002",1183706,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48007039022",1183831,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039022",1183831,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039017",1183828,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039017",1183828,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001125002",1182928,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001125002",1182928,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48001125002",1182928,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039021",1183830,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039021",1183830,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001127001",1182930,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001127001",1182930,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001127001",1182930,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48006066002",1183724,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001007004",1182877,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48000115001",1227740,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000115001",1227740,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48004223001",1183475,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004223001",1183475,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48004223001",1183475,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48003200002",432079,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001106001",1182911,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001106001",1182911,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004075001",1183386,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004075001",1183386,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007033001",1183814,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48007033001",1183814,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007305001",1184059,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48005021001",1227872,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48005021001",1227872,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48005021001",1227872,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039813",2885344,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48007039813",2885344,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039813",2885344,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001246001",1183023,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001246001",1183023,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48005049001",1183605,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004026801",3507483,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004026801",3507483,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001131003",1182937,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001131003",1182937,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48002019001",1183118,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48009029001",1184484,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48009029001",1184484,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001104003",1182908,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001104003",1182908,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48001104003",1182908,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004021001",1183337,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48020780001",428136,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48020780001",428136,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001118001",1182919,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48001118001",1182919,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48005025001",1183584,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48005025001",1183584,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48007781002",429612,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007033006",2881937,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48007033006",2881937,"TX","The project(s) is necessary to obtain compliance with a new permit requirement."
"48007033006",2881937,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007033006",2881937,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001218002",1182998,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48005071001",1183620,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039047",1183839,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039047",1183839,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48002138001",1227800,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48002138001",1227800,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48005015002",1183577,"TX","The project(s) is necessary to obtain compliance with a new permit requirement."
"48005015002",1183577,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004372001",1183540,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48005025002",1183585,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48005025002",1183585,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48006046001",1183708,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48006046001",1183708,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039005",1183823,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039005",1183823,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001225001",1183006,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48001225001",1183006,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000109",3609163,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004213001",1183466,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004213001",1183466,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004213001",1183466,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48008069001",1184411,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48008069001",1184411,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48008069001",1184411,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000108",3609159,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000108",3609159,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001117001",1182918,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001117001",1182918,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48001117001",1182918,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001114001",1227764,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001114001",1227764,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001114001",1227764,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48003290001",1227830,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48003290001",1227830,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48003290001",1227830,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48003290001",1227830,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48003001001",1183166,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48003001001",1183166,"TX","The project(s) is necessary to obtain compliance with a new permit requirement."
"48003001001",1183166,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48005053001",1227878,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48005053001",1227878,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48005053001",1227878,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000113",3609250,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000119",3609588,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004110002",421101,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004110002",421101,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48009039001",1184488,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48009039001",1184488,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001139001",1182942,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001139001",1182942,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48003026001",1183188,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48000000246",3610929,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000246",3610929,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000259",3610954,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000259",3610954,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000269",3610967,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000269",3610967,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000282",3610983,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000282",3610983,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000290",3610992,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000290",3610992,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000162",3610515,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48000000162",3610515,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039091",1183856,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039091",1183856,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039065",1183841,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039065",1183841,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000140",3610488,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000140",3610488,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000178",3610825,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000178",3610825,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000185",3610832,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000185",3610832,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000199",3610846,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000199",3610846,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000344",3611068,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000344",3611068,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000350",3611075,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000350",3611075,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48007080001",1183904,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007080001",1183904,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007632001",1184184,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007632001",1184184,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039090",1183855,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039090",1183855,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000331",3611035,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000331",3611035,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000286",3610987,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000286",3610987,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000292",3610994,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000292",3610994,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000295",3610997,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000295",3610997,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000299",3611001,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000299",3611001,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000378",3611128,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000378",3611128,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000391",3611147,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000391",3611147,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48005075002",1183625,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48005075002",1183625,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000158",3610509,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000158",3610509,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000345",3611069,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001151001",1182954,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48001243001",1183021,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001243001",1183021,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48001243001",1183021,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004065001",1183380,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48007039102",2883840,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039102",2883840,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039024",1183833,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039024",1183833,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039108",2884264,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039108",2884264,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000407",3612156,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48000000407",3612156,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000408",3612157,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48000000408",3612157,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48008150001",1184447,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48008150001",1184447,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48008150001",1184447,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48007039026",1183835,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039026",1183835,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000234",3610917,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000404",3611321,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48000000404",3611321,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000405",3611432,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48000000405",3611432,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039035",1183836,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039035",1183836,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039018",1183829,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039018",1183829,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039101",3272948,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039101",3272948,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000345",3611069,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000393",3611149,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000393",3611149,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000235",3610918,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000235",3610918,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000348",3611073,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000348",3611073,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000353",3611078,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000353",3611078,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48007039113",2882180,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039113",2882180,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000363",3611104,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000363",3611104,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000381",3611133,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000381",3611133,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000144",3610492,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000144",3610492,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000145",3610493,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000145",3610493,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000148",3610496,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000148",3610496,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000153",3610501,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000153",3610501,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48007039094",2885519,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039094",2885519,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039002",1183821,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039002",1183821,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039025",1183834,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039025",1183834,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007039043",1183838,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007039043",1183838,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000120001",1227741,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000234",3610917,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000241",3610924,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000241",3610924,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000333",3611053,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000333",3611053,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000334",3611054,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000334",3611054,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000336",3611056,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000336",3611056,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000337",3611057,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000337",3611057,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000338",3611058,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000338",3611058,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001684001",3150468,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001684001",3150468,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000359",3611100,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000359",3611100,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000362",3611103,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000362",3611103,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48004226001",1183477,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004226001",1183477,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000132",3610453,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48000000132",3610453,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000143",3610491,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48002040001",1227786,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48002040001",1227786,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48002040001",1227786,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000137",3610485,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000403",3611315,"TX","The project(s) is necessary to obtain compliance with a new permit requirement."
"48004083001",1183393,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48004083001",1183393,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000406",3612155,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48000000406",3612155,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000134",3610478,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000134",3610478,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000137",3610485,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000141",3610489,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000141",3610489,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000154",3610502,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000154",3610502,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48001204001",1182983,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48001204001",1182983,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000402",3611236,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48009163001",1227954,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000349",3611074,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000349",3611074,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000366",3611112,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000366",3611112,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48005020002",1227871,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48005020002",1227871,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48000000115",3609565,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48004261001",1227861,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48004261001",1227861,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007423001",1227920,"TX","The project(s) is to achieve or maintain compliance with a TMDL."
"48007423001",1227920,"TX","The project(s) will prevent unregulated water quality or human health impacts."
"48007423001",1227920,"TX","The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48000000112",3609242,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
"48001012001",1182883,"TX","The project(s) is required to maintain compliance with a NPDES permit."
"48001012001",1182883,"TX","The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements."
